Timestamp,UID,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
08-01-24 8:40,2121,H31534,3,299.2,308.8,1908,21.3,104,0,0,0,0,0,0
08-01-24 8:45,2122,M16981,2,299.2,308.8,1503,37.4,109,0,0,0,0,0,0
08-01-24 8:50,2123,M16982,2,299.2,308.8,1523,38.9,112,0,0,0,0,0,0
08-01-24 8:55,2124,L49303,1,299.3,309,1491,38.4,115,0,0,0,0,0,0
08-01-24 9:00,2125,L49304,1,299.2,308.9,1430,39.1,117,0,0,0,0,0,0
08-01-24 9:05,2126,L49305,1,299.3,308.9,1258,69.4,119,1,0,0,1,0,0
08-01-24 9:10,2127,L49306,1,299.3,309,1449,46.5,121,0,0,0,0,0,0
08-01-24 9:15,2128,H31541,3,299.3,309,1425,40.6,123,0,0,0,0,0,0
08-01-24 9:20,2129,L49308,1,299.4,309,1800,24.3,128,0,0,0,0,0,0
08-01-24 9:25,2130,H31543,3,299.4,309,1607,33.7,130,0,0,0,0,0,0
08-01-24 9:30,2131,L49310,1,299.4,309,1391,58.2,135,0,0,0,0,0,0
08-01-24 9:35,2132,L49311,1,299.4,309.1,1432,45.4,137,0,0,0,0,0,0
08-01-24 9:40,2133,L49312,1,299.4,309,1660,28.4,139,0,0,0,0,0,0
08-01-24 9:45,2134,H31547,3,299.3,309,1732,29.7,141,0,0,0,0,0,0
08-01-24 9:50,2135,L49314,1,299.3,309,1473,46.3,146,0,0,0,0,0,0
08-01-24 9:55,2136,L49315,1,299.3,309,1511,47.8,148,0,0,0,0,0,0
08-01-24 10:00,2137,L49316,1,299.2,308.9,1588,41.5,150,0,0,0,0,0,0
08-01-24 10:05,2138,L49317,1,299.3,308.9,1623,31.1,152,0,0,0,0,0,0
08-01-24 10:10,2139,L49318,1,299.3,309,1734,30.6,154,0,0,0,0,0,0
08-01-24 10:15,2140,L49319,1,299.3,309,1415,47.6,156,0,0,0,0,0,0
08-01-24 10:20,2141,L49320,1,299.3,309,1419,46.6,158,0,0,0,0,0,0
08-01-24 10:25,2142,M17001,2,299.3,308.9,1577,34.9,160,0,0,0,0,0,0
08-01-24 10:30,2143,L49322,1,299.3,308.9,1376,60.3,163,0,0,0,0,0,0
08-01-24 10:35,2144,M17003,2,299.3,308.8,1442,49,165,0,0,0,0,0,0
08-01-24 10:40,2145,L49324,1,299.4,308.9,1451,40.5,168,0,0,0,0,0,0
08-01-24 10:45,2146,L49325,1,299.3,308.8,1550,45.8,170,0,0,0,0,0,0
08-01-24 10:50,2147,L49326,1,299.3,308.8,1647,32.9,172,0,0,0,0,0,0
08-01-24 10:55,2148,L49327,1,299.4,308.9,1550,33.7,174,0,0,0,0,0,0
08-01-24 11:00,2149,L49328,1,299.4,308.9,1583,34.1,176,0,0,0,0,0,0
08-01-24 11:05,2150,L49329,1,299.4,309,1613,32.2,178,0,0,0,0,0,0
08-01-24 11:10,2151,H31564,3,299.3,308.8,1636,35.5,180,0,0,0,0,0,0
08-01-24 11:15,2152,M17011,2,299.3,308.7,1289,51.5,185,0,0,0,0,0,0
08-01-24 11:20,2153,M17012,2,299.3,308.8,1648,28.4,188,0,0,0,0,0,0
08-01-24 11:25,2154,H31567,3,299.3,308.8,1397,45.4,191,0,0,0,0,0,0
08-01-24 11:30,2155,M17014,2,299.3,308.9,1767,24.8,196,0,0,0,0,0,0
08-01-24 11:35,2156,L49335,1,299.3,308.8,1341,47.7,199,0,0,0,0,0,0
08-01-24 11:40,2157,M17016,2,299.4,308.9,1457,41.5,201,0,0,0,0,0,0
08-01-24 11:45,2158,M17017,2,299.4,309,1939,19.8,204,0,0,0,0,0,0
08-01-24 11:50,2159,M17018,2,299.5,309,1399,49.7,207,0,0,0,0,0,0
08-01-24 11:55,2160,M17019,2,299.5,309,1602,31.3,210,0,0,0,0,0,0
08-01-24 12:00,2161,L49340,1,299.4,309,1507,41,213,0,0,0,0,0,0
08-01-24 12:05,2162,L49341,1,299.4,309.1,1464,40.5,215,0,0,0,0,0,0
08-01-24 12:10,2163,L49342,1,299.5,309.1,1336,42.1,217,0,0,0,0,0,0
08-01-24 12:15,2164,L49343,1,299.6,309.2,1422,39.8,219,0,0,0,0,0,0
08-01-24 12:20,2165,L49344,1,299.6,309.2,1540,36.7,221,0,0,0,0,0,0
08-01-24 12:25,2166,L49345,1,299.5,309.1,1476,47.8,223,0,0,0,0,0,0
08-01-24 12:30,2167,M17026,2,299.6,309.2,1867,23.4,225,1,1,0,0,0,0
08-01-24 12:35,2168,H31581,3,299.6,309.1,1588,41.3,0,0,0,0,0,0,0
08-01-24 12:40,2169,M17028,2,299.5,309.1,1420,49.5,5,0,0,0,0,0,0
08-01-24 12:45,2170,L49349,1,299.5,309.1,1415,49.2,8,0,0,0,0,0,0
08-01-24 12:50,2171,M17030,2,299.4,309.1,1500,43.3,10,0,0,0,0,0,0
08-01-24 12:55,2172,L49351,1,299.5,309.1,1502,44.6,13,0,0,0,0,0,0
08-01-24 13:00,2173,L49352,1,299.5,309.2,1816,23,15,0,0,0,0,0,0
08-01-24 13:05,2174,M17033,2,299.5,309.2,1495,41.6,17,0,0,0,0,0,0
08-01-24 13:10,2175,L49354,1,299.6,309.2,1572,33.4,20,0,0,0,0,0,0
08-01-24 13:15,2176,M17035,2,299.5,309.2,1590,35.9,22,0,0,0,0,0,0
08-01-24 13:20,2177,M17036,2,299.6,309.3,1387,48.3,25,0,0,0,0,0,0
08-01-24 13:25,2178,M17037,2,299.6,309.2,1393,47.7,28,0,0,0,0,0,0
08-01-24 13:30,2179,L49358,1,299.6,309.2,1602,37.3,31,0,0,0,0,0,0
08-01-24 13:35,2180,L49359,1,299.6,309.2,1601,33.3,33,0,0,0,0,0,0
08-01-24 13:40,2181,H31594,3,299.6,309.2,1597,36.3,35,0,0,0,0,0,0
08-01-24 13:45,2182,H31595,3,299.5,309.1,1548,44.3,40,0,0,0,0,0,0
08-01-24 13:50,2183,M17042,2,299.5,309.2,1314,61.8,45,0,0,0,0,0,0
08-01-24 13:55,2184,M17043,2,299.6,309.3,1577,39.8,48,0,0,0,0,0,0
08-01-24 14:00,2185,L49364,1,299.8,309.4,1475,43.4,51,0,0,0,0,0,0
08-01-24 14:05,2186,L49365,1,299.8,309.4,1630,32.4,53,0,0,0,0,0,0
08-01-24 14:10,2187,L49366,1,299.7,309.4,1445,42.9,55,0,0,0,0,0,0
08-01-24 14:15,2188,M17047,2,299.8,309.4,1439,47.4,57,0,0,0,0,0,0
08-01-24 14:20,2189,L49368,1,299.7,309.3,1420,44.1,60,0,0,0,0,0,0
08-01-24 14:25,2190,H31603,3,299.7,309.2,1554,41.6,62,0,0,0,0,0,0
08-01-24 14:30,2191,M17050,2,299.6,309.1,1471,44.3,67,0,0,0,0,0,0
08-01-24 14:35,2192,L49371,1,299.6,309,1648,33.6,70,0,0,0,0,0,0
08-01-24 14:40,2193,L49372,1,299.6,309,1472,48.8,72,0,0,0,0,0,0
08-01-24 14:45,2194,M17053,2,299.5,308.9,1448,42.9,74,0,0,0,0,0,0
08-01-24 14:50,2195,M17054,2,299.6,308.9,1568,35.3,77,0,0,0,0,0,0
08-01-24 14:55,2196,L49375,1,299.6,308.9,1613,30.8,80,0,0,0,0,0,0
08-01-24 15:00,2197,M17056,2,299.7,308.9,1551,35.4,82,0,0,0,0,0,0
08-01-24 15:05,2198,L49377,1,299.7,309,1412,49.2,85,0,0,0,0,0,0
08-01-24 15:10,2199,M17058,2,299.7,308.9,1478,41,87,0,0,0,0,0,0
08-01-24 15:15,2200,M17059,2,299.8,309.1,1268,58,90,0,0,0,0,0,0
08-01-24 15:20,2201,L49380,1,299.8,309.1,1546,35.6,93,0,0,0,0,0,0
08-01-24 15:25,2202,L49381,1,299.8,309,1567,36.1,95,0,0,0,0,0,0
08-01-24 15:30,2203,M17062,2,299.9,309.2,1548,35.7,97,0,0,0,0,0,0
08-01-24 15:35,2204,L49383,1,299.8,309,1614,30.8,100,0,0,0,0,0,0
08-01-24 15:40,2205,M17064,2,299.7,309.1,1352,46.1,102,0,0,0,0,0,0
08-01-24 15:45,2206,L49385,1,299.9,309.2,1624,34.6,105,0,0,0,0,0,0
08-01-24 15:50,2207,L49386,1,299.9,309.2,1436,52,107,0,0,0,0,0,0
08-01-24 15:55,2208,L49387,1,299.8,309.2,1591,37.5,109,0,0,0,0,0,0
08-01-24 16:00,2209,H31622,3,299.8,309.2,1435,42.6,111,0,0,0,0,0,0
08-01-24 16:05,2210,L49389,1,299.8,309.3,1386,49.4,116,0,0,0,0,0,0
08-01-24 16:10,2211,L49390,1,299.7,309.2,1401,54.1,118,0,0,0,0,0,0
08-01-24 16:15,2212,M17071,2,299.6,309,1245,64,120,0,0,0,0,0,0
08-01-24 16:20,2213,L49392,1,299.7,309.1,1475,40,123,0,0,0,0,0,0
08-01-24 16:25,2214,L49393,1,299.7,309.1,1473,39.4,125,0,0,0,0,0,0
08-01-24 16:30,2215,H31628,3,299.7,309.2,1355,44.8,127,0,0,0,0,0,0
08-01-24 16:35,2216,H31629,3,299.7,309.2,1468,49.6,132,0,0,0,0,0,0
08-01-24 16:40,2217,L49396,1,299.7,309.2,1645,30.8,137,0,0,0,0,0,0
08-01-24 16:45,2218,L49397,1,299.7,309.1,1347,55.3,139,0,0,0,0,0,0
08-01-24 16:50,2219,L49398,1,299.7,309.1,1713,33.5,141,0,0,0,0,0,0
08-01-24 16:55,2220,M17079,2,299.6,309.1,1435,48.4,143,0,0,0,0,0,0
08-01-24 17:00,2221,M17080,2,299.6,309,1736,26.1,146,0,0,0,0,0,0
08-01-24 17:05,2222,L49401,1,299.6,309,1372,60.4,149,0,0,0,0,0,0
08-01-24 17:10,2223,L49402,1,299.7,309,1605,33,151,0,0,0,0,0,0
08-01-24 17:15,2224,L49403,1,299.6,309,1413,48.5,153,0,0,0,0,0,0
08-01-24 17:20,2225,M17084,2,299.7,309,1645,31.9,155,0,0,0,0,0,0
08-01-24 17:25,2226,M17085,2,299.7,309,1465,49,158,0,0,0,0,0,0
08-01-24 17:30,2227,M17086,2,299.6,308.9,1685,27.8,161,0,0,0,0,0,0
08-01-24 17:35,2228,L49407,1,299.5,308.8,1965,20.4,164,0,0,0,0,0,0
08-01-24 17:40,2229,H31642,3,299.4,308.6,1542,41.8,166,0,0,0,0,0,0
08-01-24 17:45,2230,L49409,1,299.4,308.7,1681,30.8,171,0,0,0,0,0,0
08-01-24 17:50,2231,L49410,1,299.5,308.7,1446,45.7,173,0,0,0,0,0,0
08-01-24 17:55,2232,L49411,1,299.4,308.6,1415,56.4,175,0,0,0,0,0,0
08-01-24 18:00,2233,L49412,1,299.5,308.6,1672,30.5,177,0,0,0,0,0,0
08-01-24 18:05,2234,L49413,1,299.5,308.7,2549,13,179,1,0,0,1,0,0
08-01-24 18:10,2235,L49414,1,299.4,308.6,1492,40.5,181,0,0,0,0,0,0
08-01-24 18:15,2236,M17095,2,299.4,308.6,1455,42.7,183,0,0,0,0,0,0
08-01-24 18:20,2237,M17096,2,299.3,308.5,1422,43.1,186,0,0,0,0,0,0
08-01-24 18:25,2238,L49417,1,299.3,308.6,1403,50.6,189,0,0,0,0,0,0
08-01-24 18:30,2239,L49418,1,299.3,308.6,1474,49.6,191,0,0,0,0,0,0
08-01-24 18:35,2240,L49419,1,299.2,308.6,1381,50,193,0,0,0,0,0,0
08-01-24 18:40,2241,L49420,1,299.2,308.5,1457,44.7,195,0,0,0,0,0,0
08-01-24 18:45,2242,L49421,1,299.2,308.4,1711,28.9,197,0,0,0,0,0,0
08-01-24 18:50,2243,L49422,1,299.2,308.4,1667,29,199,0,0,0,0,0,0
08-01-24 18:55,2244,L49423,1,299.2,308.4,1465,35,201,0,0,0,0,0,0
08-01-24 19:00,2245,M17104,2,299.3,308.4,1542,37.5,203,1,1,0,0,0,0
08-01-24 19:05,2246,M17105,2,299.3,308.4,1438,42.3,0,0,0,0,0,0,0
08-01-24 19:10,2247,L49426,1,299.3,308.4,1406,47.4,3,0,0,0,0,0,0
08-01-24 19:15,2248,M17107,2,299.2,308.4,1396,48.5,5,0,0,0,0,0,0
08-01-24 19:20,2249,M17108,2,299.3,308.5,1304,60.6,8,0,0,0,0,0,0
08-01-24 19:25,2250,L49429,1,299.2,308.5,1442,46.5,11,0,0,0,0,0,0
08-01-24 19:30,2251,M17110,2,299.2,308.4,1396,48.7,13,0,0,0,0,0,0
08-01-24 19:35,2252,H31665,3,299.1,308.3,1424,43.4,16,0,0,0,0,0,0
08-01-24 19:40,2253,H31666,3,299.1,308.3,1451,42.8,21,0,0,0,0,0,0
08-01-24 19:45,2254,L49433,1,299.2,308.4,1386,54.1,26,0,0,0,0,0,0
08-01-24 19:50,2255,L49434,1,299.1,308.3,1325,46.9,28,0,0,0,0,0,0
08-01-24 19:55,2256,L49435,1,299.1,308.3,1559,33.7,30,0,0,0,0,0,0
08-01-24 20:00,2257,L49436,1,299.1,308.3,1489,38.1,32,0,0,0,0,0,0
08-01-24 20:05,2258,L49437,1,299.1,308.3,1892,25.2,34,0,0,0,0,0,0
08-01-24 20:10,2259,L49438,1,299.1,308.2,1319,60.3,36,0,0,0,0,0,0
08-01-24 20:15,2260,L49439,1,299.1,308.3,1431,52.3,38,0,0,0,0,0,0
08-01-24 20:20,2261,H31674,3,299.1,308.3,1521,36.5,40,0,0,0,0,0,0
08-01-24 20:25,2262,M17121,2,299.1,308.2,1435,45.2,45,0,0,0,0,0,0
08-01-24 20:30,2263,L49442,1,299.1,308.3,1533,42.4,48,0,0,0,0,0,0
08-01-24 20:35,2264,M17123,2,299.2,308.4,1529,43,50,0,0,0,0,0,0
08-01-24 20:40,2265,M17124,2,299.2,308.4,1415,43.5,53,0,0,0,0,0,0
08-01-24 20:45,2266,M17125,2,299.2,308.4,1330,51.2,56,0,0,0,0,0,0
08-01-24 20:50,2267,L49446,1,299.2,308.5,1381,60.6,59,0,0,0,0,0,0
08-01-24 20:55,2268,L49447,1,299.2,308.5,1370,52.4,61,0,0,0,0,0,0
08-01-24 21:00,2269,L49448,1,299.2,308.5,1438,46.6,63,0,0,0,0,0,0
08-01-24 21:05,2270,L49449,1,299.3,308.6,1314,48.2,65,0,0,0,0,0,0
08-01-24 21:10,2271,L49450,1,299.3,308.6,1437,48.1,67,0,0,0,0,0,0
08-01-24 21:15,2272,L49451,1,299.2,308.5,1821,26.1,69,0,0,0,0,0,0
08-01-24 21:20,2273,M17132,2,299.3,308.6,1448,52.1,71,0,0,0,0,0,0
08-01-24 21:25,2274,L49453,1,299.3,308.5,1589,32.7,74,0,0,0,0,0,0
08-01-24 21:30,2275,L49454,1,299.3,308.6,1520,33.7,76,0,0,0,0,0,0
08-01-24 21:35,2276,L49455,1,299.3,308.6,1605,37,78,0,0,0,0,0,0
08-01-24 21:40,2277,L49456,1,299.3,308.7,1393,54.2,80,0,0,0,0,0,0
08-01-24 21:45,2278,H31691,3,299.3,308.7,1408,44.4,82,0,0,0,0,0,0
08-01-24 21:50,2279,M17138,2,299.3,308.7,1459,35.6,87,0,0,0,0,0,0
08-01-24 21:55,2280,L49459,1,299.4,308.7,1525,39,90,0,0,0,0,0,0
08-01-24 22:00,2281,L49460,1,299.4,308.8,1390,57,92,0,0,0,0,0,0
08-01-24 22:05,2282,L49461,1,299.3,308.7,1536,38.9,94,0,0,0,0,0,0
08-01-24 22:10,2283,L49462,1,299.4,308.7,1459,47.6,96,0,0,0,0,0,0
08-01-24 22:15,2284,L49463,1,299.2,308.5,1387,51.1,98,0,0,0,0,0,0
08-01-24 22:20,2285,L49464,1,299.2,308.5,1378,53.4,100,0,0,0,0,0,0
08-01-24 22:25,2286,L49465,1,299.4,308.7,1381,56.7,102,0,0,0,0,0,0
08-01-24 22:30,2287,M17146,2,299.4,308.7,1289,60.5,104,0,0,0,0,0,0
08-01-24 22:35,2288,L49467,1,299.4,308.6,1746,26.8,107,0,0,0,0,0,0
08-01-24 22:40,2289,M17148,2,299.4,308.6,1541,39.1,109,0,0,0,0,0,0
08-01-24 22:45,2290,L49469,1,299.4,308.7,1504,37.8,112,0,0,0,0,0,0
08-01-24 22:50,2291,M17150,2,299.5,308.7,1321,51.9,114,0,0,0,0,0,0
08-01-24 22:55,2292,M17151,2,299.5,308.8,1886,20.9,117,0,0,0,0,0,0
08-01-24 23:00,2293,L49472,1,299.6,308.9,1422,53.2,120,0,0,0,0,0,0
08-01-24 23:05,2294,L49473,1,299.5,308.9,1520,38.3,122,0,0,0,0,0,0
08-01-24 23:10,2295,L49474,1,299.4,308.8,1627,32.6,124,0,0,0,0,0,0
08-01-24 23:15,2296,L49475,1,299.4,308.7,1512,37.2,126,0,0,0,0,0,0
08-01-24 23:20,2297,L49476,1,299.4,308.7,1553,42.7,128,0,0,0,0,0,0
08-01-24 23:25,2298,L49477,1,299.3,308.7,1802,26,130,0,0,0,0,0,0
08-01-24 23:30,2299,L49478,1,299.3,308.6,1482,37.6,132,0,0,0,0,0,0
08-01-24 23:35,2300,L49479,1,299.4,308.7,1446,62.9,134,1,0,0,1,0,0
08-01-24 23:40,2301,L49480,1,299.3,308.6,1371,50.5,136,0,0,0,0,0,0
08-01-24 23:45,2302,M17161,2,299.2,308.6,1586,35.7,138,0,0,0,0,0,0
08-01-24 23:50,2303,L49482,1,299.2,308.5,1515,39.8,141,0,0,0,0,0,0
08-01-24 23:55,2304,L49483,1,299.2,308.5,1374,53.6,143,0,0,0,0,0,0
09-01-24 0:00,2305,L49484,1,299.1,308.5,1455,39.8,145,0,0,0,0,0,0
09-01-24 0:05,2306,H31719,3,299.2,308.5,1342,47.5,147,0,0,0,0,0,0
09-01-24 0:10,2307,L49486,1,299.1,308.6,1260,57.8,152,0,0,0,0,0,0
09-01-24 0:15,2308,H31721,3,299,308.5,1623,33.5,154,0,0,0,0,0,0
09-01-24 0:20,2309,L49488,1,299.1,308.5,1371,55.5,159,0,0,0,0,0,0
09-01-24 0:25,2310,L49489,1,299.1,308.6,1611,31.4,161,0,0,0,0,0,0
09-01-24 0:30,2311,M17170,2,299,308.4,1535,47.5,163,0,0,0,0,0,0
09-01-24 0:35,2312,M17171,2,299.1,308.6,1491,38.5,166,0,0,0,0,0,0
09-01-24 0:40,2313,M17172,2,299.1,308.6,1441,36.2,169,0,0,0,0,0,0
09-01-24 0:45,2314,M17173,2,299.1,308.8,1725,26.6,172,0,0,0,0,0,0
09-01-24 0:50,2315,L49494,1,299.2,308.9,1368,47.2,175,0,0,0,0,0,0
09-01-24 0:55,2316,L49495,1,299.2,308.9,1526,37.9,177,0,0,0,0,0,0
09-01-24 1:00,2317,L49496,1,299.2,308.8,1542,39.2,179,0,0,0,0,0,0
09-01-24 1:05,2318,L49497,1,299.2,308.8,1605,31.1,181,0,0,0,0,0,0
09-01-24 1:10,2319,L49498,1,299.2,308.8,1405,51.4,183,0,0,0,0,0,0
09-01-24 1:15,2320,M17179,2,299.2,308.8,1700,33.5,185,0,0,0,0,0,0
09-01-24 1:20,2321,H31734,3,299.2,308.8,1440,39.1,188,0,0,0,0,0,0
09-01-24 1:25,2322,M17181,2,299.2,308.8,1314,52.5,193,0,0,0,0,0,0
09-01-24 1:30,2323,L49502,1,299.2,308.7,1514,41.9,196,0,0,0,0,0,0
09-01-24 1:35,2324,M17183,2,299.2,308.7,1401,47,198,0,0,0,0,0,0
09-01-24 1:40,2325,L49504,1,299.3,308.8,1636,29.9,201,0,0,0,0,0,0
09-01-24 1:45,2326,L49505,1,299.3,308.8,1603,33.9,203,0,0,0,0,0,0
09-01-24 1:50,2327,M17186,2,299.4,308.7,1487,52.6,205,0,0,0,0,0,0
09-01-24 1:55,2328,M17187,2,299.3,308.7,1420,50.3,208,0,0,0,0,0,0
09-01-24 2:00,2329,L49508,1,299.3,308.7,1579,36.3,211,0,0,0,0,0,0
09-01-24 2:05,2330,L49509,1,299.3,308.7,1484,40.5,213,0,0,0,0,0,0
09-01-24 2:10,2331,M17190,2,299.3,308.7,1390,49.3,215,0,0,0,0,0,0
09-01-24 2:15,2332,L49511,1,299.3,308.6,1384,53.6,218,1,0,0,0,1,0
09-01-24 2:20,2333,L49512,1,299.2,308.5,1378,50.4,220,1,0,0,0,1,0
09-01-24 2:25,2334,L49513,1,299.2,308.5,1445,45.2,222,0,0,0,0,0,0
09-01-24 2:30,2335,L49514,1,299.2,308.4,1445,43.5,224,0,0,0,0,0,0
09-01-24 2:35,2336,L49515,1,299.2,308.4,1509,39.4,0,0,0,0,0,0,0
09-01-24 2:40,2337,L49516,1,299.2,308.4,1434,46.8,2,0,0,0,0,0,0
09-01-24 2:45,2338,L49517,1,299.2,308.4,1877,23.9,4,0,0,0,0,0,0
09-01-24 2:50,2339,L49518,1,299.3,308.3,1651,28,6,0,0,0,0,0,0
09-01-24 2:55,2340,L49519,1,299.2,308.2,1466,41.3,8,0,0,0,0,0,0
09-01-24 3:00,2341,L49520,1,299.1,308.1,1479,40.7,10,0,0,0,0,0,0
09-01-24 3:05,2342,L49521,1,299.1,308.2,1409,46.4,12,0,0,0,0,0,0
09-01-24 3:10,2343,M17202,2,299.2,308.2,1674,28.2,14,0,0,0,0,0,0
09-01-24 3:15,2344,L49523,1,299.1,308.3,1305,61.4,17,0,0,0,0,0,0
09-01-24 3:20,2345,M17204,2,299.2,308.3,1755,26.4,19,0,0,0,0,0,0
09-01-24 3:25,2346,L49525,1,299.2,308.4,1475,38.7,22,0,0,0,0,0,0
09-01-24 3:30,2347,L49526,1,299.2,308.4,1402,47.7,24,0,0,0,0,0,0
09-01-24 3:35,2348,L49527,1,299.2,308.3,1410,43,26,0,0,0,0,0,0
09-01-24 3:40,2349,L49528,1,299.2,308.4,1436,41.8,28,0,0,0,0,0,0
09-01-24 3:45,2350,M17209,2,299.3,308.5,1386,42.2,30,0,0,0,0,0,0
09-01-24 3:50,2351,L49530,1,299.3,308.6,1744,26.4,33,0,0,0,0,0,0
09-01-24 3:55,2352,L49531,1,299.2,308.4,1393,48.4,35,0,0,0,0,0,0
09-01-24 4:00,2353,M17212,2,299.3,308.5,1422,45.4,37,0,0,0,0,0,0
09-01-24 4:05,2354,L49533,1,299.2,308.4,1841,22.8,40,0,0,0,0,0,0
09-01-24 4:10,2355,L49534,1,299.3,308.6,1433,37.7,42,0,0,0,0,0,0
09-01-24 4:15,2356,M17215,2,299.3,308.5,1305,60.6,44,0,0,0,0,0,0
09-01-24 4:20,2357,H31770,3,299.3,308.6,1498,39.5,47,0,0,0,0,0,0
09-01-24 4:25,2358,L49537,1,299.3,308.5,1772,26.1,52,0,0,0,0,0,0
09-01-24 4:30,2359,M17218,2,299.2,308.4,1381,42.5,54,0,0,0,0,0,0
09-01-24 4:35,2360,L49539,1,299.3,308.5,1413,38.5,57,0,0,0,0,0,0
09-01-24 4:40,2361,H31774,3,299.2,308.4,1388,53.2,59,0,0,0,0,0,0
09-01-24 4:45,2362,M17221,2,299.2,308.6,1631,35.4,64,0,0,0,0,0,0
09-01-24 4:50,2363,H31776,3,299.3,308.6,1520,41.4,67,0,0,0,0,0,0
09-01-24 4:55,2364,L49543,1,299.3,308.5,1510,45.4,72,0,0,0,0,0,0
09-01-24 5:00,2365,L49544,1,299.2,308.5,1366,49.7,74,0,0,0,0,0,0
09-01-24 5:05,2366,L49545,1,299.4,308.5,1845,22.9,76,0,0,0,0,0,0
09-01-24 5:10,2367,L49546,1,299.3,308.5,1485,44.7,78,0,0,0,0,0,0
09-01-24 5:15,2368,M17227,2,299.3,308.5,1496,39.4,80,0,0,0,0,0,0
09-01-24 5:20,2369,M17228,2,299.3,308.4,1468,42.2,83,0,0,0,0,0,0
09-01-24 5:25,2370,M17229,2,299.2,308.4,1856,22.7,86,0,0,0,0,0,0
09-01-24 5:30,2371,L49550,1,299.2,308.4,1620,34.1,89,0,0,0,0,0,0
09-01-24 5:35,2372,L49551,1,299.3,308.5,1409,44.8,91,0,0,0,0,0,0
09-01-24 5:40,2373,M17232,2,299.3,308.5,1404,49.4,93,0,0,0,0,0,0
09-01-24 5:45,2374,L49553,1,299.2,308.4,1350,51.3,96,0,0,0,0,0,0
09-01-24 5:50,2375,M17234,2,299.2,308.4,1538,38,98,0,0,0,0,0,0
09-01-24 5:55,2376,M17235,2,299.2,308.4,1476,32.7,101,0,0,0,0,0,0
09-01-24 6:00,2377,M17236,2,299.2,308.3,1364,51.8,104,0,0,0,0,0,0
09-01-24 6:05,2378,M17237,2,299.2,308.3,1582,45.5,107,0,0,0,0,0,0
09-01-24 6:10,2379,L49558,1,299.1,308.2,1348,56.1,110,0,0,0,0,0,0
09-01-24 6:15,2380,H31793,3,299.1,308.2,1450,46.1,112,0,0,0,0,0,0
09-01-24 6:20,2381,L49560,1,299,308.1,1242,60.9,117,0,0,0,0,0,0
09-01-24 6:25,2382,L49561,1,299.1,308.2,1493,34.9,119,0,0,0,0,0,0
09-01-24 6:30,2383,L49562,1,299.1,308.3,1601,31.4,121,0,0,0,0,0,0
09-01-24 6:35,2384,L49563,1,299.1,308.2,1568,33.3,123,0,0,0,0,0,0
09-01-24 6:40,2385,M17244,2,299.1,308.3,1506,38,125,0,0,0,0,0,0
09-01-24 6:45,2386,L49565,1,299.1,308.3,1524,34.1,128,0,0,0,0,0,0
09-01-24 6:50,2387,L49566,1,299.1,308.4,1543,37.9,130,0,0,0,0,0,0
09-01-24 6:55,2388,M17247,2,299.2,308.5,1474,47.2,132,0,0,0,0,0,0
09-01-24 7:00,2389,M17248,2,299.2,308.5,1526,37.3,135,0,0,0,0,0,0
09-01-24 7:05,2390,L49569,1,299.2,308.5,1867,27,138,0,0,0,0,0,0
09-01-24 7:10,2391,L49570,1,299.2,308.5,1487,41.2,140,0,0,0,0,0,0
09-01-24 7:15,2392,L49571,1,299.2,308.4,1580,32.6,142,0,0,0,0,0,0
09-01-24 7:20,2393,L49572,1,299.2,308.5,1340,50,144,0,0,0,0,0,0
09-01-24 7:25,2394,L49573,1,299.2,308.5,1544,41.6,146,0,0,0,0,0,0
09-01-24 7:30,2395,L49574,1,299.2,308.5,1488,40.3,148,0,0,0,0,0,0
09-01-24 7:35,2396,M17255,2,299.2,308.5,1742,28.9,150,0,0,0,0,0,0
09-01-24 7:40,2397,M17256,2,299.1,308.5,1592,34.2,153,0,0,0,0,0,0
09-01-24 7:45,2398,L49577,1,299.2,308.6,1582,38.8,156,0,0,0,0,0,0
09-01-24 7:50,2399,L49578,1,299.2,308.5,1490,43.2,158,0,0,0,0,0,0
09-01-24 7:55,2400,M17259,2,299.2,308.5,1594,35.8,160,0,0,0,0,0,0
09-01-24 8:00,2401,H31814,3,299.2,308.6,1462,55,163,0,0,0,0,0,0
09-01-24 8:05,2402,M17261,2,299.2,308.6,1367,47.6,168,0,0,0,0,0,0
09-01-24 8:10,2403,L49582,1,299.2,308.7,1325,51,171,0,0,0,0,0,0
09-01-24 8:15,2404,H31817,3,299.2,308.7,1448,51.4,173,0,0,0,0,0,0
09-01-24 8:20,2405,M17264,2,299.1,308.7,2008,20.3,178,0,0,0,0,0,0
09-01-24 8:25,2406,L49585,1,299.1,308.7,1498,38.9,181,0,0,0,0,0,0
09-01-24 8:30,2407,L49586,1,299.1,308.6,1437,41.6,183,0,0,0,0,0,0
09-01-24 8:35,2408,M17267,2,299.1,308.6,1499,45.1,185,0,0,0,0,0,0
09-01-24 8:40,2409,L49588,1,299,308.4,1356,52.6,188,0,0,0,0,0,0
09-01-24 8:45,2410,L49589,1,299.1,308.5,1539,46.8,190,0,0,0,0,0,0
09-01-24 8:50,2411,L49590,1,299.1,308.5,1689,32.1,192,0,0,0,0,0,0
09-01-24 8:55,2412,L49591,1,299,308.5,1559,38.1,194,0,0,0,0,0,0
